;lexeme;ai1S;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
608;parvenir;;;;parvê;;;;;;;;;;;;;parv6nir;;;;parv6nô;;;;;;;;;;;;;;;parvjê;;;;;;;;;;
609;passer;;;pasEr;pasa;;;;;;;;;;;;pasE;pasE;;;;;pasE;pas;pasâ;;;;;;;;pas;pasE;;pas;pas;;;pasE;pasE;;pas;;;;pas
610;patienter;;;;pasjâta;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pasjât;;;;;;;;;;
611;patiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;patin;;;;;;;;;;
612;payer;;;;;;;;;;;;;;;;pEjE;pEjE;;;;;;pE,pEj;;;;;;;;;pE,pEj;;;;pEj;;pEjE;pEjE;;;pE,pEj;;;;pE
613;peindre;;;;;;;;;;;;;;;;;pêdr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
614;pencher;;;;pâSa;;;;;;;;;;;;;pâSE;;;;;;;;;;;;;;;;;;;pâS;;;;;;;;;;
615;pendre;;;;;;;;;;;;;;;pâdE;;;;;;;;;;;;;;;;;;;;;;;;pâdy;;;;;;;
616;penser;;;;;;;;;;;;pâsE;;pâsE;;pâsE;pâsE;;;pâsa;;pâsE;pâs;pâsâ;;;;;;;pâsô;pâs;pâsE;pâs;pâs;pâs;;;;pâsE;;pâs;;pâs;;pâs
617;perdre;;;;;;;;;;;;;;;;;pErdr;;;;;;pEr;pErdâ;;;;;;;;pEr;;;;;;;;pErdy;;pErd;;;;
618;permettre;;;;;;;;;pErmEtrô;;;;;;;;pErmEtr;;;;;pErmEtE;pErmE;;;;;;;pErmEtrE;;;pErmEtE;pErmE;;;;;;;;;;;;
619;persuader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pErsyadE;;;;;;
620;peser;;;;;;;;;;;;;;;;p6zE;;;;;;;pEz;;;;;;;;;;;;;;;;;;;;;;;
621;peupler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;p6plE;;;;;;
622;picoler;;;;;;;;;;;;;;;;;pikOlE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
623;piger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;piZ;;
624;pinailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pinaj;;;;;;;;;;
625;piquer;;;;pika;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pik;;;;;;;;;;
626;pisser;;;;;;;;;;;;;;;;;;;;;;;pis;;;;;;;;;;;;;pis;;;;;;;;;;
627;piétiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pjEtin;;;pjEtinE;;;;;;;
628;placer;;;;;;;;;;;;;;;;;plasE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
629;plaindre;;;;;;;;;;;;;;;;;;;;;;;plê;;;;;;;;;;;plê;;plê;;;;plê;;;;;;
630;plaire;;;;;;;;;;;;;;;;plEzE;;;;;;;;;;;;;;;;;;;;plE;;;;;;;;;;
631;plaisanter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plEzât;;;;;;;;;;;;;;plEzât
632;planquer;;;;;;;;;;;;;;;;;plâkE;;;;;;;;;;;;;;;;plâkE;;;plâk;;;;plâkE;;;;;;
633;planter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plâtE;plâtE;;;;;;
634;plaquer;;;;plaka;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
635;pleurer;;;;;;;;;;;;;;;;;pl6rE;;;;;;;;;;;;;;;pl9r;;;;pl9r;;;;;;;;;;pl9r
636;plisser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plisE;;;;;;;;
637;plonger;;;;;;;;;;;;;;;;;plôZE;;;;;;plôZ;;;;;;;;;;;;;;;;;plôZE;;;;;;
638;ployer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;plwajE;;;;;;
639;pointer;;;;;;;;;;;;;;;;;pwêtE;;;;;;pwêt;;;;;;;;;pwêt;;;pwêt;pwêt;;;;;;;;;;
640;polir;;;;;;;;;;;;;;;;;pOlir;;;;;;;;;;;;;;;;;;;;;;;pOli;;;;;;
641;polluer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pOlyE;;;;;;
642;porter;;;;;;;;;;;;;;pOrtE;;pOrtE;pOrtE;;;;;;pOrt;;;;;;;;;pOrt;;;;pOrt;;;;pOrtE;;pOrt;;;;pOrt
643;poser;;;;;;;;;;;;pOzE;;;;pOzE;pOzE;;;;;;;pOzâ;;;;;;;;pOz;;;;pOz;;pOzE;;;;pOz;;;;
644;posséder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pOsEd;;;;;;;;;;;;;;pOsEd
645;poster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pOst;;;;;;;;;;;;;;
646;poursuivre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pursHiv;;;;;;;;;;;
647;pousser;;;;pusa;;;;;;;;;;;pusE;;;;;;;;pus;;;;;;;;;pus;;;;pus;;;;;;;;;;
648;pouvoir;;;;;;purE;purE;pura;purô;pura;;puvE;;puvE;puvE;puvE;puvwar;;;py;;;;puvâ;;purE;;purE;purE;purE;;p9;puvE;p9;p9v;p9;;;;;;pHis;;;pHis;
649;pratiquer;;;;;;;;;;;;;;;;;pratikE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
650;prendre;pri;pri;;pri;;prâdrE;;;;;;pr6nE;;;;pr6nE;prâdr;;;;pr6nô;pr6nE;prâ;;;prâdrE;;prâdrE;;;pr6nô;prâ;pr6nE;prâ;prEn;prâ;;priz;;;;;;;;
651;presser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prEs;;;;;;;;;;
652;prier;;;;;;;;;;;;;;;;;priE;;;;;;pri;;;;;;;;;pri;;;;;;;;prjE;;pri;;;;
653;priser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prizE;;;;;;;
654;priver;;;;;;;;;;;;;;;privE;;privE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
655;produire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prOdHi;;;;;;;;;;
656;profiter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prOfit;;;;;;;;;;;;;;
657;progresser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prOgrEs;;;;;;;;;;
658;projeter;;;;;;;;;;;;;;;;prOZ6tE;;;;;;;;;;;;;;;;;;;;;;prOZ6tE;prOZ6tE;;;;;;;
659;promettre;prOmi;prOmi;;;;;;;;;;prOmEtE;;;;;;;;;;;;;;;;;;;;;;prOmE;;prOmE;;prOmiz;;;;;;;;
660;prononcer;;;;;;;;;;;;;;;;;prOnôsE;;;;;;prOnôs;;;;;;;;;;;prOnôs;;prOnôs;;;;;;;;;;
661;proposer;;;;prOpOza;;;;;;;;prOpOzE;;prOpOzE;;;prOpOzE;;;;;;prOpOz;;;;;;;;;prOpOz;;;;;;;;;;;;;;
662;prosterner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prOstErnE;;;;;;;;
663;protéger;;;;;;;;;;;;;;;;;prOtEZE;;;;;;;;;;;;;;;prOtEZ;;;;;;prOtEZE;;prOtEZE;;;;;;
664;prouver;;;;;;;;;;;;;;;;;;;;;;;pruv;;;;;;;;;pruv;;;;pruv;;;;;;pruv;;;;pruv
665;provoquer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prOvOk;;;;;;;;;;;;;;
666;précipiter;;;;;;;;;;;;;;;;;prEsipitE;;;;;;;;;;;;;;;prEsipit;;;;;;;;;;;;;;
667;préciser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prEsiz
668;précéder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prEsEd;;;;;;;;;;;;;;
669;préférer;;;;;;;;;;;;;;;;prEfErE;;;;;;prEfErE;prEfEr;;;;;;;;;prEfEr;;;;prEfEr;;;;prEfErE;;;;;;prEfEr
670;prélever;;;;;;;prElEv6rE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
671;préparer;;;;;;;;;;;;;;;;;prEparE;;;;;;prEpar;;;;;;;;;prEpar;prEparE;;;;;;;prEparE;;;;prEpar;;
672;présenter;;;;;;;;;;;;;;;;;;;;;;;;prEzâtâ;;;;;;;;prEzât;prEzâtE;;;prEzât;;;;prEzâtE;;;;;;prEzât
673;présumer;;;;;;;;;;;;;;;;;;;;;;;prEzym;;;;;;;;;;;;;;;;;;;;;;;
674;prévaloir;;;;;;;;;;;;;;;;;prEvalwar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
675;prévenir;;;;;;;;;;;;;;;;;prEv6nir;;;;;;prEvjê;;;;;;;;prEv6nô;;prEv6nE;;;;;;;;;;;;;
676;prévoir;;;;;;;;;;;;;;;;;prEvwar;;;;;;;;;;;;;;;;;;;;;prEvy;prEvy;prEvy;;;;;;
677;prêter;;;;;;;;;;;;;;;;;prEtE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;prEt
678;publier;;;;;;;;;;;;;;;;pybliE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
679;puer;;;;;;;;;;;;;;;;;;;;;;;py;;;;;;;;;;;;;py;;;;;;;;;;
680;punir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;pyni;;;;;;;;;;;;;;
681;pédaler;;;;;;;;;;;;;;;;pEdalE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
682;pêcher;;;;;;;;;;;;;;;;;pESE;;;;;;;;;;;;;;;;;;;;;;;pESE;;;;;;
683;quitter;;;;;;;;;;;;;;;;;kitE;;;;;kitE;;kitâ;;;;;;;;kit;kitE;;;;;;kitE;kitE;;kit;;;;kit
684;rabattre;;;;;;;;;;;;;;;;rabatE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
685;rabibocher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rabibOS;;;;;;;;;;;;;;
686;raccompagner;;;;;;;;;;;;;;rakôpaJE;;;;;;;;;rakôpaJ;;;;;;;;;;;;;;;;;;;;;;;
687;raccrocher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rakrOS;;;;;;;;;;
688;racheter;;;;;;;;;;;;;;;;;raS6tE;;;;;;;;;;;;;;;;;;;;;;raS6tE;;;;;;;
689;raconter;;;;rakôta;;;;;;rakôt6ra;;rakôtE;;;;;rakôtE;;;;;;rakôt;;;;;;;;;rakôt;;;;rakôt;;;;rakôtE;;;;;;rakôt
690;radier;;;;;;;;;;;;;;;;;radjE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
691;raffoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rafOl;;;;;;;;;;;
692;rafler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;raflE;;;;;;
693;raidir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEdi;;;;;;;
694;rajeunir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;raZ6ni;;;;;;;;;;;;
695;rajouter;;;;raZuta;;;;;;;;;;;;;;;;;;;raZut;;;;;;;;;;;;;;;;;;;;;;;
696;ralentir;;;;;;;;;;;;;;;;;;;;;;;ralâti;;;;;;;;;;;;;ralâti;;;;;;;;;;
697;rallier;;;;;;;;;;;;;;;;;raljE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
698;ramasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ramas;;;;;;;;;;
699;ramener;;;;;;;;;;;;;;;;;ram6nE;;;;;ram6nE;ramEn;;;;;;;;;;;;;ramEn;;;;;;ramEn;;;;
700;ramper;;;;;;;;;;;;;;;;;;;;;;;;râpâ;;;;;;;;;;;;;;;;;;;;;;
701;ranger;;;;;;;;;;;;;;;;;;;;;;;;râZâ;;;;;;;;râZ;;;;;;;râZE;;;;;;;
702;rappeler;;;;rap6la;;;;;;;;rap6lE;;;;;;;;;;;rapEl;;;;;;;;;rapEl;;;;;;;;;;rapEl;;;;rapEl
703;rapporter;;;;;;;;;;;;;;;;;;;;;;;rapOrt;;;;;;;;;;;;;;;;;;;;;;;rapOrt
704;rapprocher;;;;;;;;;;;;;;;;;;;;;;;raprOS;;;;;;;;;;;;;;;;;;;;;;;
705;rassembler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rasâblE;;;;;;;
706;rasseoir;;;;;;;;;;;;;;;;;raswar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
707;rassurer;;;;;;;;;;;;;;;;;;;;;;;rasyr;;;;;;;;;;;;;;;;;;;;;;;
708;rater;;;;;;;;;;;;;;;;;;;;;;;rat;;;;;;;;;;;;;rat;;;;;;;;;;
709;rattraper;;;;;;;;;;;;;;;;;;;;;;;ratrap;;;;;;;;;;;;;;;;;;;;;;;
710;ravir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ravi;;;;;;
711;rayer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEj;;;;;;;;;;;;;;
712;rebuter;;;;;;;;;;;;;;;;;r6bytE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
713;rebâtir;;;;;;;;;;;;;;;;;r6batir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
714;recevoir;;;;;;;;;;;;;;;;r6s6vE;r6s6vwar;;;;;;;;;;;;;;;;;;;;;;r6sy;r6sy;;;;;;
715;rechercher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6SErS;;;;r6SErSE;;;;;;
716;recommencer;;;;;;;;;;;;;;;;r6kOmâsE;r6kOmâsE;;;;;;;;;;;;;;;;;;r6kOmâs;;;;;;;;;;;
717;reconduire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6kôdHiz
718;reconnaître;;;;;;;;;;r6kOnEtra;;;;;;;;;;;;r6kOnEsE;;;;;;;;;;r6kOnE;;;;;;;;r6kOny;;;;;;
719;reconquérir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6kôkiz;;;;;;;;
720;recoucher;;;;;;;;;;;;;;;;;;;;;;;r6kuS;;;;;;;;;;;;;;;;;;;;;;;
721;recoudre;;;;;;;;;;;;;;;;r6kuzE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
722;recouvrir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6kuvErt;;;;;;;;;
723;rectifier;;;;;;;;;;;;;;;;;rEktifjE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
724;reculer;;;;;;;;;;;;;;;;;;;;;;;r6kyl;;;;;;;;;r6kyl;r6kylE;;;r6kyl;;;;;;;;;;
725;redescendre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6dEsâ;;;;;;;;;;;;;;
726;redevenir;;;;;;;;;;;;;;;;r6d6v6nE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
727;redire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6diz
728;redonner;;;;;;;;;;;;;;;;;r6dOnE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
729;redouter;;;;;;;;;;;;;;;r6dutE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
730;redresser;;;;r6drEsa;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6drEs;;;;;;;;;;;;;;
731;refaire;;;;;;;;;;;;;;;;;;;;;;;r6fE;;;;;;;;;;;r6fE;;r6fE;r6fEt;;;;;;;;;
732;refermer;;;;;;;;;;;;;;;;;;;;;;;r6fErm;;;;;;;;;r6fErm;;;;;;;;;;;;;;
733;refuser;;;;r6fyza;;;;;;;;;;;r6fyzE;;;;;;;;;;;;;;;;;r6fyz;;;;r6fyz;;;;;;r6fyz;;;;
734;regarder;;;r6gardEr;;;;;;;r6gard6ra;;;;;;;r6gardE;;;;;r6gardE;r6gard;;;;;;;;r6gardô;r6gard;r6gardE;r6gard;;r6gard;;;;r6gardE;;r6gard;;;;r6gard
735;regretter;;;;;;;;;;;;;;;;;;;;;;;r6grEt;;;;;;;;;r6grEt;;;;r6grEt;;;;;;r6grEt;;;;r6grEt
736;rejeter;;;;;;;;;;;;;;;;;;;;;;;r6ZEt;;;;;;;;;;;;;;;;;;;;;;;
737;rejoindre;;;;r6ZwaJi;;;;;;;;;;;;;r6Zwêdr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
738;rejouer;;;;;;;;;;;;;;;;;r6ZuE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
739;relever;;;;r6l6va;;;;;;;;;;;;r6l6vE;;;;;;;;;;;;;;;;r6lEv;;;;;;;;r6l6vE;;;;;;r6lEv
740;relire;;;;;;;;;;;;;;;;;;;;;;;r6li;;;;;;;;;;;;;;;;;;;;;;;
741;relâcher;;;;r6laSa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
742;remarquer;;;;;;;;;;;;;;;;;r6markE;;;;;;;;;;;;;r6mark6rE;;;;;;;;;;;;;;;;
743;rembourser;;;;;;;;;;;;;;;;râbursE;;;;;;;;;;;;;;;;;;;;râburs;;;;;;;;;;
744;remercier;;;;;;;;;;;;;;;;;r6mErsjE;;;;;;;;;;;;;;;r6mErsi;;;;;;;;;;r6mErsi;;;;
745;remettre;;;;r6mi;;;;;;;;;;;;;r6mEtr;;;;r6mEtô;;r6mE;;;;;;;;;r6mE;;;r6mEt;;;r6miz;;;;r6mEt;;;;
746;remiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6miz;;;;;;;;;;;;;;
747;remonter;;;;r6môta;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6môt;;r6môt;r6môt;r6môt;;;;;;;;;;
748;remplacer;;;;râplasa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;râplasE;;;;;;;;;;;;;
749;remplir;;;;;;;;;;;;;;;;;;;;;;;râpli;;;;;;;;;;;;;;;;râpli;;;;;;;
750;remuer;;;;;;;;;;;;;;;r6myE;;;;;;;;;r6myâ;;;;;;;;;;;;;;r6myE;;;;;;;;
751;rencontrer;;;;râkôtra;;;;;;;;;;;;;râkôtrE;;;;;;;;;;;;;;;;;;;râkôtr;;;;râkôtrE;;râkôtr;;;;râkôtr
752;rendre;;;;;;;;;;;;;;;;râdE;râdr;;;;;râdE;râ;;;;;;;râdrE;;râ;râdE;;;râ;;râdy;;râdy;râdjô;râd;;;;râd
753;renouer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6nu;;;;;;;;;;
754;rentrer;;;;râtra;;;;;;;;;;;;;râtrE;;;;râtrô;râtrE;râtr;;;;;;;;;râtr;râtrE;;;;;;;;;;;râtr;;râtr
755;renverser;;;;;;;;;;;;;;;;;râvErsE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
756;renvoyer;;;;;;;;;;;;;;;;;râvwajE;;;;;;;;;;;;;;;râvwa;;;;;;;;;;;;;;
757;repartir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6part;;;;;;;;;;;
758;repasser;;;;;;;;;;;;;;;;;r6pasE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
759;repentir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6pâ;;;;;;;;;;;;;;
760;reporter;;;;;;;;;;;;;;;;;;;;;;;r6pOrt;;;;;;;;;;;;;;;;;;;;;;;
761;reposer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6pOz;;;;;;r6pOzE;;;;;;;;r6pOz
762;reprendre;r6pri;r6pri;;r6pri;;;;;;;;;;;;;;;;;;r6pr6nE;;;;;;;;;;;;;;r6prâ;;;;;;;;;;
763;reprocher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6prOS;;;;;;;;;;;;;;
764;représenter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6prEzât;;;;;;;;;;;;;;
765;repérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6pErE;;;;;;
766;respecter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEspEkt;;;rEspEkt;;;;;;;;;;;
767;respirer;;;;rEspira;;;;;;;;;;;;;rEspirE;;;;;;rEspir;;;;;;;;;;;;;;;;;;;;;;;rEspir
768;ressaisir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6sEzi;;;;;;;;;;
769;ressasser;;;;;;;;;;;;;;;;r6sasE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
770;ressembler;;;;;;;;;;;;;;;r6sâblE;r6sâblE;r6sâblE;;;;;;r6sâbl;;;;;;;;;r6sâbl;;;;r6sâbl;;;;;;r6sâbl;;r6sâbl;;r6sâbl
771;ressentir;;;;;;;;;;;;;;;;;;;;;;;r6sâ;;;;;;;;;;;r6sâ;;;;r6sâti;;;;;;;;
772;resserrer;;;;;;;;;;;;;;;;r6sErE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
773;ressortir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6sOr;;;;r6sOrti;;;;;;
774;ressusciter;;;;;;;;;;;;;;;;rEsysitE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775;rester;;;;rEsta;;;;;;rEst6ra;;;;;;rEstE;rEstE;;;;;rEstE;rEst;;;;;;;;;rEst;rEstE;rEst;;rEst;;rEstE;;rEstE;;;;;;rEst
776;restituer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEstityE;;;;;;;
777;retarder;;;;;;;;;;;;;;;;;r6tardE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
778;retenir;;;;;;;;;;;;;;;;;r6t6nir;;;;;;r6tjê;;;;;;;;;;;;;;r6t6ny;;;;;;;;;
779;retirer;;;;;;;;;;;;;;;;;;;;;;;r6tir;;;;;;;;;;;;;;;;;r6tirE;;;;;;
780;retourner;;;;;;;;;;r6turn6ra;;;;;;r6turnE;r6turnE;;;;;;r6turn;;;;;;;;;r6turn;;;;r6turn;;;r6turnE;r6turnE;;r6turn;;;;r6turn
781;retrouver;;;;;;;;;;;;;;;;r6truvE;r6truvE;;;;;;r6truv;;;;;;;;;;;;;r6truv;;;;r6truvE;;;;;;r6truv
782;revenir;;;;;;r6vjêdrE;;;;r6vjêdra;;;;;;;r6v6nir;;;;;;r6vjê;;;;;;;r6vjêdrE;;r6vjê;;r6vjê;;r6vjê;;r6v6ny;;r6v6ny;;;;r6vjEn;r6vjEn;r6vjEn
783;revoir;;;;r6vi;;;;;;;;;;;;;r6vwar;;;;;;;;;;;;;;;;;;;;;;;;;r6vwa;;;;
784;revêtir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;r6vEty;;r6vEty;;;;;;
785;rigoler;;;;;;;;;;;;;;;;;;;;;;;rigOl;;;;;;;;;rigOl;;rigOl;;;;;;;;;;;;
786;rincer;;;;;;;;;;;;;;;;;rêsE;;;;;;;;;;;;;;;;rêsE;;;;;;;;;;;;;
787;rire;;;;;;;;;;;;;;;;rjE;rir;;;;;;;rjâ;;;;;;;;;;ri;;ri;;;;;;;;;;
788;risquer;;;;;;;;;;;;;;;;riskE;riskE;;;;;;;;;;;;;;;;;;risk;risk;;;;;;;;;;risk
789;ronfler;;;;;;;;;;;;;;;rôflE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
790;ronronner;;;;;;;;;;;;;;;;rôrOnE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
791;rouler;;;;;;;;;;;;;;;;rulE;rulE;;;;;;rul;;;;;;;;;rul;;;;;;;;;;;;;;rul
792;rouvrir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ruvr;;;;;;;;;;
793;ruisseler;;;;;;;;;;;;;;;;rHis6lE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
794;rythmer;;;;;;;;;;;;;;;;;;;;;;;ritm;;;;;;;;;;;;;;;;;;;;;;;
795;réagir;;;;;;;;;;;;;;;;;rEaZir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
796;réaliser;rEalizE;;;;;;;;;;;;;;;;;;;;;rEalizE;rEaliz;;;;;;;;;;;rEaliz;;;;;;;;;;;;
797;réapparaître;;;;rEapary;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
798;réchauffer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rESOf;;;;;;;;;;
799;réclamer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEklam;;;;;;;;;;;
800;réconforter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEkôfOrt;;;;;rEkôfOrtE;;;;;;
801;récupérer;;;;;;;;;;;;;;;;;rEkypErE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
802;rédiger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEdiZE;;;;;;
803;réfléchir;;;;;;;;;;;;;;rEflESisE;;;rEflESir;;;;rEflESisô;;;;;;;;;;;;;;;;;;;;;;;;;
804;régler;;;;;;;;;;;;;;;;;rEglE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
