;lexeme;ai1S;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
805;régner;;;;;;;;;;;;;;;;;rEJE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
806;réinventer;;;;;;;;;;;;;;;;;rEêvâtE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
807;réjouir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEZui;;;;;;;;;;;;;;
808;répandre;;;;;;;;;;;;;;;;;rEpâdr;;;;;;;;;;;;;;;;;;;;;;;rEpâdy;;;;;;
809;réparer;;;;;;;;;;;;;;;;;rEparE;;;;;;rEpar;;;;;;;;;;;;;;;;;;;;;;;
810;répliquer;;;;;;;;;;;;;;;;rEplikE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
811;répondre;rEpôdi;;;rEpôdi;;;;;;;;rEpôdE;;;;;rEpôdr;;;;;;rEpô;rEpôdâ;;;;;;;;rEpô;rEpôdE;;;rEpô;;;;rEpôdy;;rEpôd;;;;
812;répéter;;;;;;;;;;;;rEpEtE;;;;rEpEtE;rEpEtE;;;;;;rEpEt;;;;;;;;;rEpEt;;;;rEpEt;;;;rEpEtE;;;;;;
813;résigner;;;;;;;;;;;;;;;;;rEziJE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
814;résister;;;;;;;;;;;;;;;;;;;;;;;rEzist;;;;;;;;;;;;;;;;;;;;;;;
815;résoudre;;;;;;;;;;rEzudra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEzOly;;;;;;
816;résumer;;;;;;;;;;;;;;;;rEzymE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
817;réunir;;;;;;;;;;;;;;;;;;;;;;;rEyni;;;;;;;;;;;;;;;;;;;;;;;
818;réussir;;;;;;;;;;;;;;;;;;;;rEysi;;;;;;;;;;;;;;;;;;;;rEysi;;;;;;
819;réveiller;;;rEvEjEr;;;;;;;rEvEj6ra;;;;;rEvEjE;;rEvEjE;;;;;;rEvEj;;;;;;;;rEvEjô;rEvEj;;rEvEj;;rEvEj;;;;rEvEjE;;rEvEj;;;;
820;révolter;;;;;;;;;;;;;;;;;rEvOltE;;;;;;;;;;;;;;;;;;;;;;rEvOltE;;;;;;;
821;révéler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;rEvEl;;;;;;;;;;;;;;
822;rêver;;;;;;;;;;;;;;;;;;;;;;;;rEvâ;;;;;;;;;;;;;;;;rEvE;;;;;;
823;saborder;;;;;;;;;;;;;;;;;;;;;;;sabOrd;;;;;;;;;;;;;;;;;;;;;;;
824;saboter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sabOtE;;;;;;;;;;;;;
825;sacrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sakrE;;;;;;;;
826;saigner;;;;;;;;;;;;;;;;;;;;;;sEJE;sEJ;;;;;;;;;;;;;;;;;;;;;;;
827;saisir;;;;;;;;;;;;;;;;sEzisE;sEzir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
828;saler;;;;;;;;;;;;;;;;;;;;;;;sal;;;;;;;;;;;;;;;;;;;;;;;
829;salir;;;;;;;;;;;;;;;;;salir;;;;;;;;;;;;;;;;;;;sali;;;;;;;;;;
830;satisfaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;satisfE;;;;;;
831;saurer;;;;;;;;;;;;;sOrjE;sOrE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
832;sauter;;;;;;;;;;;;;;;sOtE;;sOtE;;;;;;sOt;sOtâ;;;;;;;;sOt;sOtE;;;;;;;sOtE;;;;;;
833;sauver;;;;;;sOv6rE;;;;;;;;;;;sOvE;;;;;;;;;;;sOv6rE;;;;sOv;;;;sOv;;;;sOvE;;;;;;
834;savoir;;;;sy;;;;sOra;;sOra;savjô;savE;savjE;savE;;savE;savwar;;;;;;saS;;;;;;;;;sE;savE;sE;sav;sE;;;;sy;;saS;;;;saS
835;savourer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;savurE;;;;;;;;
836;scier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;si;;;;;;;;;;
837;secouer;;;;s6kua;;;;;;;;;;;;;;;;;;;s6ku;;;;;;;;;;;;;;;s6kuE;;;;;;;;
838;sembler;;;;;;;;;;;;;;;sâblE;sâblE;;;;;;;sâbl;sâblâ;;;;;;sâbl6rE;;sâbl;sâblE;;sâbl;sâbl;;;;;;;;;;sâbl
839;sentir;sâti;;;sâti;;;;;;;;sâtE;;sâtE;sâtE;sâtE;sâtir;;;;;;sâ;;;;;;;;;sâ;sâtE;sâ;;sâ;;sâti;sâti;sâti;;;;;;
840;serrer;;;;;;;;;;;;;;;;sErE;;;;;;;;;;;;;;;;sEr;;;sEr;;;sErE;sErE;;;;;;;
841;servir;;;;;;;;;;;;;;;;;sErvir;;;;;sErvE;sEr;;;;;;;;;sEr;sErvE;;;;;;;sErvi;;;;;;
842;siffler;;;;;;;;;;;;;;;;;siflE;;;;;;;;;;;;;;;sifl;;;;;;;;;;;;;;
843;signaler;;;;;;;;;;;;;;;;;;;;;;;siJal;;;;;;;;;;;;;;;;;;;;;;;
844;signer;;;;;;siJ6rE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;siJ;;siJE;;siJE;;;;;;
845;signifier;;;;;;;;;;;;;;;siJifjE;siJifjE;;;;;;;;;;;;;;;;siJifi;;;;;;;;;;;;;;
846;siéger;;;;;;;;;;;;;;;;;;;;;;;;sjEZâ;;;;;;;;;;;;;;;;;;;;;;
847;sommeiller;;;;;;;;;;;;;;;;sOmEjE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
848;sonder;;;;sôda;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
849;songer;;;;;;;;;;;;;;;;;;;;;;;;sôZâ;;;;;;;;sôZ;;;;;;;;;;;;;;sôZ
850;sonner;;;;;;;;;;;;;;;;;sOnE;;;;;;;;;;;;;;;;;;;sOn;;;;sOnE;;;;;;
851;sortir;sOrti;;;sOrti;;sOrtirE;;;;;;;;sOrtE;;sOrtE;sOrtir;;;;;;sOr;;;;;;;;;sOr;;sOr;sOrt;;;sOrti;sOrti;;;sOrt;;;;
852;soucier;;;;;;;;;;;;;;;;susjE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
853;souffler;;;;sufla;;;;;;;;suflE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
854;souffrir;;;;;;;;;;;;;;;;sufrE;sufrir;;;;;;;;;;;sufrirE;;;;;;;;;;;;;;;;;;
855;souhaiter;;;;;;;;;;;;;;;;;;;;;;;;suEtâ;;;;;;;;;;;;suEt;;;;;;suEt;;;;
856;soulever;;;;;;;;;;;;;;;;;sul6vE;;;;sul6vô;;;;;;;;;;;sulEv;;;;sulEv;;;;sul6vE;;;;;;
857;souligner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;suliJ6rE;;;;;;;;;;;;;;;;
858;soupirer;;;;supira;;;;;;;;;;;;;;;;;;;;;;;;;;;;supir;;;;;;;;;;;;;;
859;sourire;;;;suri;;;;;;;;;;;;surjE;;;;;;;suri;;;;;;;;;suri;;;;suri;;;;;;;;;;suri
860;souvenir;;;;;;;;;;;;;;;;;;;;;;suv6nE;suvjê;suv6nâ;;;;;;;;suvjê;suv6nE;suvjê;;;;;;;;;;suvjEn;;
861;subir;;;;;;;;;;;;;;;;;sybir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
862;sucer;;;;;;;;;;;;;;;;;sysE;;;;;;;;;;;;;;;;;;;sys;;;;;;;;sys;;
863;suffire;;;;syfi;;;;;;syfira;;;;;;;;;;;;;;;;;;;;;;;;;;syfi;;;;;;;;;;
864;suggérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syZEr;;;;
865;suivre;;;;sHivi;;;;;;;;;;;;;sHivr;;;;;sHivE;sHi;;;;;;;;;sHi;;;;sHi;;;;;;;;;;
866;supplier;;;;;;;;;;;;;;;;;;;;;;;sypli;;;;;;;;;;;;;;;;;;;;;;;
867;supporter;;;;;;;;;;sypOrt6ra;;;;;;;sypOrtE;;;;;;;;;;;;;;;sypOrt;;;;;;;;;;;;;;
868;supposer;;;;;;;;;;;;;;;;;;;;;;;sypOz;sypOzâ;;;;;;;;sypOz;;;;sypOz;;;;;;;;;;
869;surgir;;;;syrZi;;;;;;;;;;;;;syrZir;;;;;;;syrZisâ;;;;;;;;;;;;;;;;syrZi;;;;;;
870;surpasser;;;;;;;;;;syrpas6ra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
871;surplomber;;;;;;;;;;;;;;;;syrplôbE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
872;surprendre;syrpri;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrprâdrE;;;;;;;;syrpriz;;;;;;;;
873;sursauter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrsOt;;;;;;;;;;
874;surveiller;;;;;;;;;;;;;;;;;syrvEjE;;;;;;syrvEj;;;;;;;;;;;;;syrvEj;;;;;;;;;;syrvEj
875;survenir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrvjê;;;;;;;;;;
876;survivre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syrvi;;;;;;;;;;;;;;
877;susciter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sysit;;;;;;;;;;
878;suspendre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;syspâ;;;;;;;;;;
879;sécher;;;;;;;;;;;;;;;;;;;;;;;sES;;;;;;;;;sES;;;;;sESE;;;;;;;;;sES
880;sécuriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sEkyrizE;;;;;;;;
881;séparer;;;;;;;;;;;;;;;;;sEparE;;;;;;;;;;;;;;;;;;;;;sEparE;;;;;;;;
882;tabasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tabas;;;;;;;;;;
883;taire;;;tyr;;;;;;;;;;;;;tEzE;;;;;;;tE;;;;;;;;;tE;tEzE;tE;;;;;;;;tEz;;;;
884;taper;;;;;;;;;;;;;;;;;;;;;;tapE;;;;;;;;;;tap;;tap;;;;;;;;;;;;
885;tarabuster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tarabyst;;;;;;;;;;
886;tarder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tard;;;;;;;;;;;;;;
887;tasser;;;;;;;;;;;;;;;;;tasE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
888;tenailler;;;;;;;;;;;;;;;;t6najE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
889;tendre;;;;;;;;;;;;;;;;tâdE;tâdr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
890;tenir;;;;;;;;;;;;;;t6nE;;;t6nir;;;;;t6nE;tjê;t6nâ;;tjêdrE;;;;;;tjê;t6nE;tjê;;tjê;t6ny;;;t6ny;;;;;;
891;tenter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tâtE;;;;;;
892;terminer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tErminE;;;;;;
893;terrifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tErifjE;;;;;;;
894;terroriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tErOrizE;;;;;;;;
895;tester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tEstE;;;;;;
896;tirer;;;;tira;;;;;;;;;;;;tirE;tirE;;;;;;tir;;;;;;;;tirô;tir;;;;tir;;;tirE;tirE;;tir;;;;tir
897;tisonner;;;;;;;;;;;;;;;;;;;;;;;;tizOnâ;;;;;;;;;;;;;;;;;;;;;;
898;tomber;;;;tôba;;;;;;;;tôbE;;;tôbE;;tôbE;;;tôba;;;tôb;;;;;;;;;tôb;;;;;;tôbE;;;;;;;;
899;tordre;;;;;;;;;;;;;;;;tOrdE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
900;toucher;;;;;;;;;;;;;;;;;tuSE;;;;;tuSE;tuS;;;;;;;;;;;;;tuS;;;;tuSE;;tuS;;;;tuS
901;tourner;;;;turna;;;;;;;;;;;;turnE;turnE;;;;;turnE;turn;;;;;;;;;turn;;;;turn;;;;;;;;;turn;turn
902;tournoyer;;;;;;;;;;;;;;;;;turnwajE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
903;traduire;;;;;;;;;;;;tradHizE;;;;;tradHir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
904;trahir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trais;;;;;;;;;;;
905;traiter;;;;;;;;;;;;;;;;;trEtE;;;;;;trEt;;;;;;;;;;;;;;;trEtE;;trEtE;;;;;;trEt
906;trancher;;;;;;;;;;;;;;;;;;;;;;;trâS;;;;;;;;;;;;;;;;;;;;;;;
907;transformer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsfOrm;;;;;trâsfOrmE;;;;;;trâsfOrm
908;transférer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trâsfErE;;;;;;
909;transplanter;;;;;;;;;;;;;;;;;trâsplâtE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
910;transporter;;;;;;;;;;;;;;;;trâspOrtE;;;;;;;;;;;;;;;;;;;;;;;;trâspOrtE;;;;;;
911;travailler;;;;;;travaj6rE;;;;;;travajE;;;;travajE;;;;;;travajE;travaj;;;;;;;;;travaj;;;;travaj;;;;;;;;;;travaj
912;traverser;;;;;;;;;;;;;;;;;travErsE;;;;;;;;;;;;;;;;;;travErs;;;;;;;;;;;
913;traîner;;;;;;;;;;;;;;;;trEnE;;;;;;;trEn;;;;;;;;;;;;;;;;;;;;;;;
914;trembler;;;;;;;;;;;;trâblE;;;;;trâblE;;;;;trâblE;;;;;;;;;;;;;;;;;;;;;;;;
915;tricher;;;;;;;;;;;;;;;;triSE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
916;trier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trjE;;;;;;
917;trinquer;;;;;;;;;;;;;;;;;;;;;;;trêk;;;;;;;;;;;;;;;;;;;;;;;
918;triompher;;;;triôfa;;;;;;;;;;;;triôfE;;;;;;;;;;;;;;;;triôf;;;;;;;;;;;;;;
919;tripoter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;tripOt;;;;;;;;;;
920;triturer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;trityrE;;;;;;;
921;tromper;;;;;;;;;;;;;;;;;trôpE;;;;;trôpE;;;;;;;;;;;;;;trôp;;;trôpE;;;trôp;;;;
922;troubler;;;;;;;;;;;;;;;;;trublE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
923;trouver;truvE;;;truva;;truv6rE;;;;;;truvE;;truvE;;truvE;truvE;;;;truvô;truvE;truv;truvâ;;truv6rE;;;;;truvô;truv;truvE;truv;;truv;;;;truvE;;truv;;truv;;truv
924;truander;;;;;;;;;;;;;;;;;;;;;;;tryâd;;;;;;;;;;;;;;;;;;;;;;;
925;trôner;;;;;;;;;;;;;;;;trOnE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
926;tuer;;;;;;tyrE;;;;;;;;;;;tyE;;;;;tyE;ty;;;tyrE;;;;;;ty;;;;ty;;;tyE;tyE;;ty;;;;ty
927;tâter;;;;;;;;;;;;;;;;;tatE;;;;;;;;;;;;;;;tat;;;;tat;;;;;;;;;;
928;téléphoner;;;;tElEfOna;;;;;;;;;;;;;tElEfOnE;;;;;;tElEfOn;;;;;;;;;;;;;tElEfOn;;;;;;;;;;
929;unir;;;;;;;;;;;;;;;;;ynir;;;;;;;;;;;;;;;yni;;;;;;;;;;;;;;
930;user;;;;;;;;;;;;;;;;;yzE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
931;utiliser;;;;;;;;;;;;ytilizE;;;;ytilizE;ytilizE;;;;;;ytiliz;;;;;;;;;;;;;;;;ytilizE;ytilizE;;;;;;ytiliz
932;vadrouiller;;;;;;;;;;;;;;;;;;;;;;;vadruj;;;;;;;;;;;;;;;;;;;;;;;
933;vaincre;;;;;;;;;;;;;;;;;vêkr;;;;;;;;;;;;;;;;;;;;;;;vêky;;;;;;
934;valdinguer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;valdêg;;;;;;;;;;
935;valoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vO;;;;;;vaj;;;;
936;varier;;;;;;;;;;;;;;;;;;;;;;;;varjâ;;;;;;;;;;;;;;;;;;;;;;
937;veiller;;;;;;;;;;;;;;;;vEjE;;;;;;vEjE;;;;;;;;;;;;;;;;;;;;;;;;
938;vendre;;;;;;;;;;;;;;;;;vâdr;;;;;;vâ;;;;;;;;;;;vâ;;;;;;;;;;;;
939;venger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vâZE;;;;;;
940;venir;;;;;;vjêdrE;;;vjêdrô;;;v6nE;v6njE;;v6nE;v6nE;v6nir;;;;v6nô;v6nE;vjê;;;;;;;vjêdrE;v6nô;vjê;v6nE;vjê;vjEn;vjê;;v6ny;v6ny;v6ny;;vjEn;;;vjEn;
941;vernir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vErni;;;;;;
942;verser;;;;;;;;;;;;;;;;;;;;;;;vErs;;;;;;;;;;;;;vErs;;;;;;;;;;
943;vexer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vEks;;;;;;;;;;;;;;
944;vibrer;;;;;;;;;;;;;;;;;;;;;;;vibr;;;;;;;;;;;;;;;;;;;;;;;
945;vider;;;;;;;;;;;;;;;;;vidE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
946;vieillir;;;;vjEji;;;;;;;;;;;;;;;;;;;;vjEjisâ;;;;;;;;;;;;;;;;;;;;;;
947;virer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;virE;;;;;;
948;visiter;;;;vizita;;;;;;;;;;;;;vizitE;;;;;;vizit;vizitâ;;;;;;;;;;;;;;;;;;;;;;
949;vitrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vitrE;;;;;;;;
950;vivre;;;;;;;;;;;;;;vivE;;;vivr;;;;;;;;;;;;;;;vi;vivE;;;vi;;;;;;viv;;;viv;
951;voir;;vi;;vi;;;vErE;vEra;;;;vwajE;vwajE;;vwajE;vwajE;vwar;;;;vwajô;vwajE;vwa;;;;;;;;;vwa;vwajE;vwa;;vwa;vy;vy;vy;vy;;;;;vwa;vwa
952;voler;;;;;;;;;;;;;;;;;vOlE;;;;;;;;;;;;;;;vOl;;;vOl;;;;;vOlE;;;;;;vOl
953;vomir;;;;;;;;;;;;;;;;vOmisE;vOmir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
954;voter;;;;;;;;;;;;;;;;;vOtE;;;;;;;;;;;;;;;vOt;;;;;;;;vOtE;;;;;;
955;vouloir;;;;vuly;;;;;vudrô;;;vulE;vuljE;vulE;;vulE;vulwar;;;;;vulE;;;;vudrE;;vudrE;;;;v9;vulE;v9;v9l;v9;;;;vuly;vuljô;;;;;
956;voyager;;;;;;;;;;;;;;;;;vwajaZE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
957;vérifier;;;;;;;;;;;;;;;;;vErifjE;;;;;;;;;;;vErifirE;;;;vErifi;;;;;;;;;;;;;;vErifi
958;vêtir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;vEty;;;;;;;
959;éblouir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Eblui;;;;;;;;;;;;;;
960;ébranler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EbrâlE;;;;;;;;
961;écarter;;;;;;;;;;;;;;;;;EkartE;;;;;;Ekart;Ekartâ;;;;;;;;;;;Ekart;Ekart;;;;;;;;;;
962;échanger;;;ESâZEr;;;;;;;;;;;;;;;;;;;;;;;;;;;ESâZ6rE;;;;;;;;;;;;;;;;
963;échapper;;;;ESapa;;;;;;;;;;;;;;;;;;;ESap;;;;;;;;;ESap;;;;;;;;;;;;;;ESap
964;éclaircir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EklErsi;;;;;;;;;
965;éclairer;;;;EklEra;;;;;;;;;;;;;EklErE;;;;;;;;;;;;;;;;;;;EklEr;;;;;;;;;;
966;éclater;;;;Eklata;;;;;;;;;;;;;;;;;;;;Eklatâ;;;;;;;;Eklat;;;;Eklat;;;;;;;;;;
967;écouter;;;;;;;;;;;;;;EkutE;;;;;;;;EkutE;Ekut;;;;;;;;;Ekut;;;;Ekut;;;;EkutE;;Ekut;;Ekut;;Ekut
968;écraser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EkrazE;;;;;;;;;;;;;Ekraz
969;écrire;;;;;;;;;;;;;;EkrivE;;;Ekrir;;;;;;;;;;;;;;;Ekri;;;;Ekri;;;;Ekri;;;;;;
970;égailler;;;;;;;;;;;;;;;;;;;;;;;;Egajâ;;;;;;;;;;;;;;;;;;;;;;
971;égaler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Egal;;;;;;;;;;;;;;
972;égarer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EgarE;;;;;;
973;élancer;;;;Elâsa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Elâs;;;;;;;;;;
974;élever;;;;;;;;;;;;;;;;;El6vE;;;;;;;;;;;;;;;;;;ElEv;ElEv;;;;;;;;;;
975;élire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ely;;;;;;
976;éloigner;;;;ElwaJa;;;;;;;;;;;ElwaJE;;ElwaJE;;;;;;ElwaJ;;;;;;;;;ElwaJ;;;;;;;;;;;;;;
977;émacier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EmasjE;;;;;;
978;émailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emaj;;;;;;;;;;;;;;
979;émanciper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EmâsipE;;;;;;
980;émerger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EmErZ;;;;;;;;;;
981;émerveiller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EmErvEjE;;;EmErvEjE;;;;;;
982;émouvoir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Emy;;;;;;
983;énerver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EnErv;;EnErv;;;;;;;;;;;;
984;épargner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EparJ;EparJE;;;EparJ;;;;;;;;;;
985;épater;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Epat;;;;;;;;;;
986;épier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Epi;;;;;;;;;;;;;;
987;éponger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EpôZ;;;;;;;;;;
988;épouser;;;;;;;;;;;;;;;EpuzE;;;;;;;;Epuz;;;;;;;;;Epuz;;;;;;EpuzE;;EpuzE;;;;;;
989;éprouver;;;;;;;;;;;;;;;;;EpruvE;;;;;;Epruv;;;;;;;;;;;;;;;;;EpruvE;;;;;;
990;épuiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EpHiz;;;;;;;;;;;;;;
991;érafler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EraflE;;;;;;
992;établir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etabli;;;;;;;;;;;;
993;étaler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etal;;;;;;;;;;
994;éteindre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;EtêdrE;;;;Etê;;;;;;;;EtEJ;;;;
995;étendre;;;;Etâdi;;;;;;;;;;;;EtâdE;;;;;;;;;;;;;;;;;;;;;;;Etâdy;;;;;;;
996;étonner;;;;EtOna;;;;;;;;;;;;EtOnE;;;;;;;;;;;;;;EtOn6rE;;;;;;EtOn;;;;;;EtOn;;;;
997;étouffer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etuf;;;EtufE;;;;;;;
998;étrangler;;;;;;;;;;;;EtrâglE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
999;étriper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etrip;;;;
1000;étudier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Etydi;;;;;;;;;;
1001;éveiller;;;;;;;;;;;;;;;;;EvEjE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1002;éviter;;;;;;;;;;;;;;;;EvitE;EvitE;;;;;;;Evitâ;;;;;;;;;;;;;;;;;;;;;;
1003;évoquer;;;;;;;;;;;;;;;;;;;;;;;;EvOkâ;;;;;;;;;;;;;;;;EvOkE;;;;;;
1004;être;;;;fy;s6rô;s6rE;s6rE;s6ra;s6rô;s6ra;Etjô;EtE;;EtE;EtE;EtE;Etr;fys;fys;fy;;swajE;swa;;;s6rE;;s6rE;s6rE;s6rE;sOm;sHi;Et;E;sô;E;;;;;;swa;;swa;swa;swa
1005;ôter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ot;;;;;;;;OtE;;;;;;
